target,guesses,guess_count,is_common,won_in_6
appts,slate-nymph-pasta-appts,4,False,True
appui,slate-corny-mamba-befit-jihad-appui,6,False,True
appuy,slate-corny-gaped-appay-appuy,5,False,True
apres,slate-wiper-apres,3,False,True
apron,slate-corny-apron,3,True,True
apses,slate-wiper-acing-apses,4,False,True
apsis,slate-oasis-apsis,3,False,True
apsos,slate-oasis-apsos,3,False,True
apted,slate-treed-amigo-acted-anted-apted,6,False,True
apter,slate-treed-watch-after-apter,5,False,True
aptly,slate-taint-abbey-aptly,4,True,True
aquae,slate-garbo-anime-aahed-aquae,5,False,True
aquas,slate-oasis-anger-abbas-amuck-aquas,6,False,True
araba,slate-churn-abode-araba,4,False,True
araks,slate-curbs-dowse-agony-afara-araks,6,False,True
arame,slate-prick-agave-arame,4,False,True
arars,slate-curbs-dowse-agony-afara-arars,6,False,True
arbah,slate-corny-rabid-umbra-arbah,5,False,True
arbas,slate-oasis-anger-arras-arbas,5,False,True
arbor,slate-corny-vroom-ardor-arbor,5,True,True
arced,slate-raced-arced,3,True,True
archi,slate-corny-vicar-archi,4,False,True
arcos,slate-oasis-comas-acros-arcos,5,False,True
arcus,slate-oasis-anger-arras-arcus,5,False,True
ardeb,slate-raced-adder-ardeb,4,False,True
ardor,slate-corny-vroom-ardor,4,True,True
ardri,slate-corny-rabid-ardri,4,False,True
aread,slate-raced-bread-dread-aread,5,False,True
areae,slate-garbo-afire-aahed-areae,5,False,True
areal,slate-rangy-feral-areal,4,False,True
arear,slate-raced-blown-freak-arear,5,False,True
areas,slate-wiper-abase-areas,4,True,True
areca,slate-raced-aroma-areca,4,False,True
aredd,slate-raced-bread-aredd,4,False,True
arede,slate-garbo-afire-aahed-arede,5,False,True
arefy,slate-raced-blown-freak-arefy,5,False,True
areic,slate-raced-aroma-areic,4,False,True
arena,slate-raced-blown-arena,4,True,True
arene,slate-garbo-afire-aahed-arene,5,False,True
arepa,slate-raced-blown-freak-arepa,5,False,True
arere,slate-garbo-afire-azure-arere,5,False,True
arete,slate-actor-arete,3,False,True
arets,slate-chefs-abets-arets,4,False,True
arett,slate-earth-aapas-arett,4,False,True
argal,slate-colin-grump-argal,4,False,True
argan,slate-corny-aboil-aapas-argan,5,False,True
argil,slate-colin-abram-argil,4,False,True
argle,slate-anglo-argle,3,False,True
argol,slate-colin-brood-argol,4,False,True
argon,slate-corny-odour-argon,4,True,True
argot,slate-tarot-argot,3,True,True
argue,slate-garbo-argue,3,True,True
argus,slate-oasis-anger-argus,4,True,True
arhat,slate-tarot-aahed-arhat,4,False,True
arias,slate-oasis-aback-arias,4,True,True
ariel,slate-rangy-feral-ariel,4,False,True
ariki,slate-corny-rabid-prima-friar-ariki,6,False,True
arils,slate-basis-pring-arils,4,False,True
ariot,slate-tarot-argot-ariot,4,False,True
arise,slate-crump-arise,3,True,True
arish,slate-oasis-aargh-arish,4,False,True
arith,slate-carny-abius-arith,4,False,True
arked,slate-raced-armed-arked,4,False,True
arled,slate-rangy-feral-abler-arled,5,False,True
arles,slate-lambs-axles-arles,4,False,True
armed,slate-raced-armed,3,True,True
armer,slate-raced-about-anger-amrit-armer,6,False,True
armet,slate-treed-abram-armet,4,False,True
armil,slate-colin-abram-armil,4,False,True
armor,slate-corny-vroom-armor,4,True,True
arnas,slate-oasis-anger-arnas,4,False,True
arnis,slate-oasis-aburn-arnis,4,False,True
arnut,slate-tarot-aahed-arnut,4,False,True
aroba,slate-corny-vroom-broad-aroba,5,False,True
aroha,slate-corny-vroom-broad-aroha,5,False,True
aroid,slate-corny-vroom-broad-aroid,5,False,True
aroma,slate-corny-vroom-aroma,4,True,True
arose,slate-crump-arise-arose,4,True,True
arpas,slate-oasis-anger-arras-arbas-arpas,6,False,True
arpen,slate-raced-about-anger-arpen,5,False,True
arrah,slate-corny-fluke-parma-aahed-arrah,6,False,True
arras,slate-oasis-anger-arras,4,True,True
array,slate-corny-aphid-array,4,True,True
arret,slate-treed-abram-arret,4,False,True
arris,slate-oasis-aburn-arris,4,False,True
arrow,slate-corny-abide-arrow,4,True,True
arroz,slate-corny-abide-arrow-arroz,5,False,True
arsed,slate-wiper-march-arses-arsed,5,False,True
arses,slate-wiper-march-arses,4,True,True
arsey,slate-wiper-march-arses-arsed-arsey,6,False,True
arsis,slate-oasis-apsis-arsis,4,False,True
arson,slate-oasis-arson,3,True,True
artal,slate-taint-abbey-atoll-artal,5,False,True
artel,slate-paler-artel,3,False,True
arter,slate-treed-abram-arter,4,False,True
artic,slate-tarot-abaya-artic,4,False,True
artis,slate-antsy-astir-artis,4,False,True
artly,slate-taint-abbey-aptly-artly,5,False,True
artsy,slate-antsy-artsy,3,True,True
aruhe,slate-garbo-afire-aahed-aruhe,5,False,True
arums,slate-oasis-anger-arras-arcus-arums,6,False,True
arval,slate-colin-grump-arval,4,False,True
arvee,slate-garbo-afire-aahed-arvee,5,False,True
arvos,slate-oasis-comas-grand-arvos,5,False,True
aryls,slate-basis-pulmo-abord-aryls,5,False,True
asada,slate-curbs-awash-asada,4,False,True
asana,slate-curbs-awash-asada-asana,5,False,True
ascon,slate-oasis-abord-ascon,4,False,True
ascot,slate-antsy-ascot,3,True,True
ascus,slate-oasis-abyss-ascus,4,False,True
asdic,slate-oasis-aspic-asdic,4,False,True
ashed,slate-wiper-casks-ashen-ashed,5,True,True
ashen,slate-wiper-casks-ashen,4,True,True
ashes,slate-wiper-casks-ashes,4,True,True
ashet,slate-dater-asset-ashet,4,False,True
aside,slate-crump-anise-aside,4,True,True
asity,slate-nymph-tasty-asity,4,False,True
askar,slate-oasis-bursa-askar,4,False,True
asked,slate-wiper-casks-asked,4,True,True
asker,slate-wiper-asker,3,True,True
askew,slate-wiper-askew,3,True,True
askoi,slate-oasis-aalii-askoi,4,False,True
askos,slate-oasis-askos,3,False,True
aspen,slate-wiper-aspen,3,True,True
asper,slate-wiper-asper,3,False,True
aspic,slate-oasis-aspic,3,True,True
aspie,slate-crump-passe-aspie,4,False,True
aspis,slate-oasis-aspis,3,False,True
aspro,slate-oasis-abord-aspro,4,False,True
assai,slate-oasis-assai,3,False,True
assam,slate-oasis-assay-assam,4,False,True
assay,slate-oasis-assay,3,True,True
assed,slate-wiper-casks-assed,4,False,True
asses,slate-wiper-casks-asses,4,True,True
asset,slate-dater-asset,3,True,True
assez,slate-wiper-casks-assed-assez,5,False,True
assot,slate-antsy-ascot-assot,4,False,True
aster,slate-dater-aster,3,True,True
astir,slate-antsy-astir,3,True,True
astun,slate-antsy-astun,3,False,True
asura,slate-oasis-bursa-asura,4,False,True
asway,slate-oasis-bursa-pshaw-asway,5,False,True
aswim,slate-oasis-aspic-aswim,4,False,True
asyla,slate-basis-usual-asyla,4,False,True
ataps,slate-bronc-avast-ataps,4,False,True
ataxy,slate-grunt-toady-ataxy,4,False,True
atigi,slate-tarot-ached-aalii-atigi,5,False,True
atilt,slate-taint-atilt,3,False,True
atimy,slate-tarot-ached-aalii-atimy,5,False,True
atlas,slate-adieu-atlas,3,True,True
atman,slate-tarot-ached-aalii-atman,5,False,True
atmas,slate-antsy-ascot-atmas,4,False,True
atmos,slate-antsy-ascot-atmos,4,False,True
atocs,slate-antsy-ascot-atocs,4,False,True
atoke,slate-about-atone-atoke,4,False,True
atoks,slate-antsy-ascot-atoms-atoks,5,False,True
atoll,slate-taint-abbey-atoll,4,True,True
atoms,slate-antsy-ascot-atoms,4,True,True
atomy,slate-tarot-moany-atomy,4,False,True
atone,slate-about-atone,3,True,True
atony,slate-tarot-moany-atony,4,False,True
atopy,slate-tarot-moany-atopy,4,False,True
atria,slate-tarot-atria,3,True,True
atrip,slate-tarot-atria-atrip,4,False,True
attap,slate-tarot-attic-attap,4,False,True
attar,slate-tarot-attar,3,False,True
attas,slate-antsy-astir-afanc-attas,5,False,True
atter,slate-treed-watch-after-apter-atter,6,False,True
attic,slate-tarot-attic,3,True,True
atuas,slate-antsy-ascot-atmas-atuas,5,False,True
aucht,slate-tarot-adage-ambit-aucht,5,False,True
audad,slate-corny-mamba-abjud-audad,5,False,True
audax,slate-corny-mamba-abjud-audax,5,False,True
audio,slate-corny-dumbo-audio,4,True,True
audit,slate-tarot-adage-audit,4,True,True
augen,slate-raced-aback-annex-augen,5,False,True
auger,slate-raced-about-auger,4,True,True
auges,slate-wiper-casks-fudgy-auges,5,False,True
aught,slate-tarot-adage-aught,4,True,True
augur,slate-corny-rabid-augur,4,True,True
aulas,slate-basis-pulmo-aargh-aulas,5,False,True
aulic,slate-colin-malic-aulic,4,False,True
auloi,slate-colin-aahed-auloi,4,False,True
aulos,slate-basis-pulmo-aulos,4,False,True
aumil,slate-colin-abram-aumil,4,False,True
aunes,slate-wiper-casks-fudgy-aunes,5,False,True
aunts,slate-nymph-abhor-aunts,4,True,True
aunty,slate-carny-aunty,3,True,True
aurae,slate-garbo-aerie-aurae,4,False,True
aural,slate-colin-grump-aural,4,True,True
aurar,slate-corny-fluke-padam-aurar,5,False,True
auras,slate-oasis-anger-arras-auras,5,False,True
aurei,slate-raced-about-auger-aurei,5,False,True
aures,slate-wiper-march-aures,4,False,True
auric,slate-corny-balmy-acrid-auric,5,False,True
auris,slate-oasis-aburn-auris,4,False,True
aurum,slate-corny-fluke-padam-agrum-aurum,6,False,True
autos,slate-antsy-astir-afanc-autos,5,False,True
auxin,slate-corny-denim-fagin-auxin,5,False,True
avail,slate-corgi-avail,3,True,True
avale,slate-leave-avale,3,False,True
avant,slate-grunt-chant-avant,4,True,True
avast,slate-bronc-avast,3,True,True
avels,slate-lambs-axles-avels,4,False,True
avens,slate-wiper-bands-abeam-avens,5,False,True
avers,slate-wiper-abase-cagot-avers,5,False,True
avert,slate-treed-avert,3,True,True
avgas,slate-oasis-anger-avgas,4,False,True
avian,slate-corny-denim-abbas-avian,5,True,True
avine,slate-garbo-anime-avine,4,False,True
avion,slate-corny-badge-axion-anvil-avion,6,False,True
avise,slate-crump-anise-avise,4,False,True
aviso,slate-oasis-aalii-aviso,4,False,True
avize,slate-garbo-anime-avize,4,False,True
avoid,slate-corny-dumbo-avoid,4,True,True
avows,slate-oasis-comas-grand-avows,5,False,True
avyze,slate-garbo-anime-aahed-avyze,5,False,True
await,slate-grunt-adapt-await,4,True,True
awake,slate-prick-about-awake,4,True,True
award,slate-churn-abide-award,4,True,True
aware,slate-prick-aware,3,True,True
awari,slate-churn-abide-amari-awari,5,False,True
awarn,slate-churn-awarn,3,False,True
awash,slate-curbs-awash,3,True,True
awato,slate-aback-abaya-awato,4,False,True
awave,slate-prick-mewed-awave,4,False,True
aways,slate-curbs-acing-amass-apayd-aways,6,False,True
awdls,slate-basis-pulmo-abord-awdls,5,False,True
aweel,slate-rangy-medal-abcee-aweel,5,False,True
aweto,slate-earth-amnic-aweto,4,False,True
awful,slate-colin-grump-awful,4,True,True
awing,slate-corny-mixup-aging-ankhs-awing,6,False,True
awkin,slate-corny-denim-fagin-auxin-awkin,6,False,True
awmry,slate-corny-ached-agmas-awmry,5,False,True
awned,slate-raced-admin-awned,4,False,True
awner,slate-raced-about-anger-awner,5,False,True
awoke,slate-garbo-awoke,3,True,True
awols,slate-basis-pulmo-awols,4,False,True
awork,slate-corny-vroom-agora-aahed-awork,6,False,True
axels,slate-lambs-axles-axels,4,False,True
axial,slate-colin-derby-axial,4,True,True
axile,slate-anglo-amped-abide-axile,5,False,True
axils,slate-basis-pring-axils,4,False,True
axing,slate-corny-mixup-axing,4,True,True
axiom,slate-corny-dumbo-axiom,4,True,True
axion,slate-corny-badge-axion,4,True,True
axite,slate-actor-axite,3,False,True
axled,slate-rangy-medal-abled-ailed-axled,6,False,True
axles,slate-lambs-axles,3,True,True
axman,slate-corny-denim-human-amman-axman,6,False,True
axmen,slate-raced-aback-annex-axmen,5,False,True
axoid,slate-corny-dumbo-avoid-axoid,5,False,True
axone,slate-garbo-awoke-anode-acone-axone,6,False,True
axons,slate-oasis-comas-grand-axons,5,False,True
ayahs,slate-curbs-acing-amass-apayd-ayahs,6,False,True
ayaya,slate-churn-foamy-abaca-ayaya,5,False,True
ayelp,slate-rangy-ayelp,3,False,True
aygre,slate-garbo-argue-aygre,4,False,True
ayins,slate-oasis-aback-angry-ayins,5,False,True
aymag,slate-corny-kayak-aymag,4,False,True
ayont,slate-tarot-about-adopt-amowt-ayont,6,False,True
ayres,slate-wiper-march-aures-ayres,5,False,True
ayrie,slate-garbo-aerie-ayrie,4,False,True
azans,slate-curbs-acing-azans,4,False,True
azide,slate-garbo-anime-avize-azide,5,False,True
azido,slate-corny-dumbo-abide-azido,5,False,True
azine,slate-garbo-anime-avine-azine,5,False,True
azlon,slate-colin-aahed-azlon,4,False,True
azoic,slate-corny-choco-azoic,4,False,True
azole,slate-anglo-abmho-azole,4,False,True
azons,slate-oasis-comas-grand-axons-azons,6,False,True
azote,slate-actor-azote,3,False,True
azoth,slate-carny-boobs-quota-azoth,5,False,True
azuki,slate-corny-mamba-befit-jihad-appui-azuki,7,False,False
azure,slate-garbo-afire-azure,4,True,True
azurn,slate-corny-aboil-aapas-azurn,5,False,True
azury,slate-corny-ached-agmas-azury,5,False,True
azygy,slate-corny-gaped-azygy,4,False,True
azyme,slate-garbo-anime-azyme,4,False,True
azyms,slate-oasis-anger-abbas-azyms,5,False,True
baaed,slate-hardy-abaca-baaed,4,False,True
baals,slate-doing-psalm-aargh-baals,5,False,True
baaps,slate-curbs-addio-baaps,4,False,True
babas,slate-oasis-brink-whump-embay-babas,6,False,True
babby,slate-corny-gaped-champ-jazzy-baffs-babby,7,False,False
babel,slate-rangy-lymph-babel,4,True,True
babes,slate-wiper-casks-gamed-abash-babes,6,True,True
babka,slate-corny-mamba-babka,4,True,True
baboo,slate-corny-dumbo-baboo,4,False,True
babul,slate-colin-grump-awful-babul,5,False,True
babus,slate-oasis-brink-whump-babus,5,False,True
bacca,slate-corny-acrid-macaw-bekah-bacca,6,False,True
bacco,slate-corny-choco-bacco,4,False,True
baccy,slate-corny-awash-jacky-baccy,5,False,True
bacha,slate-corny-acrid-macaw-bekah-bacha,6,False,True
bachs,slate-oasis-brink-whump-bachs,5,False,True
backs,slate-oasis-brink-backs,4,True,True
backy,slate-corny-awash-jacky-backy,5,False,True
bacne,slate-garbo-bacne,3,False,True
bacon,slate-corny-abbot-bacon,4,True,True
badam,slate-corny-mamba-badam,4,False,True
baddy,slate-corny-gaped-abide-bawdy-baddy,6,False,True
badge,slate-garbo-badge,3,True,True
badly,slate-colin-grump-badly,4,True,True
baels,slate-lambs-bales-baels,4,False,True
baffs,slate-oasis-brink-whump-embay-baffs,6,False,True
baffy,slate-corny-gaped-champ-jazzy-baffs-baffy,7,False,False
bafta,slate-carny-faith-bafta,4,False,True
bafts,slate-nymph-farce-wafts-bafts,5,False,True
bagel,slate-rangy-bagel,3,True,True
baggy,slate-corny-gaped-baggy,4,True,True
baghs,slate-oasis-brink-whump-bachs-baghs,6,False,True
bagie,slate-garbo-badge-bagie,4,False,True
bagsy,slate-oasis-admin-harsh-abaca-bagsy,6,False,True
bagua,slate-corny-mamba-babka-bagua,5,False,True
bahts,slate-nymph-harts-bahts,4,False,True
bahus,slate-oasis-brink-whump-bahus,5,False,True
bahut,slate-tarot-dough-bahut,4,False,True
baiks,slate-oasis-padre-gains-kembo-baiks,6,False,True
baile,slate-anglo-caped-fable-baile,5,False,True
bails,slate-basis-bails,3,True,True
bairn,slate-corny-aboil-bairn,4,False,True
baisa,slate-oasis-daisy-baisa,4,False,True
baith,slate-carny-faith-baith,4,False,True
baits,slate-nymph-farce-abide-baits,5,True,True
baiza,slate-corny-mamba-babka-bagua-baiza,6,False,True
baize,slate-garbo-bacne-baize,4,False,True
bajan,slate-corny-denim-pagan-bhava-bajan,6,False,True
bajra,slate-corny-rabid-abaka-bajra,5,False,True
bajri,slate-corny-rabid-bajri,4,False,True
bajus,slate-oasis-brink-whump-babus-bajus,6,False,True
baked,slate-raced-funky-baked,4,True,True
baken,slate-raced-homed-waxen-abamp-baken,6,False,True
baker,slate-raced-pygmy-forks-baker,5,True,True
bakes,slate-wiper-casks-album-bakes,5,True,True
bakra,slate-corny-rabid-abaka-bakra,5,False,True
balas,slate-basis-balls-dukas-balas,5,False,True
balds,slate-basis-balls-dukas-balds,5,False,True
baldy,slate-colin-madly-baldy,4,True,True
baled,slate-rangy-lymph-babel-baled,5,True,True
baler,slate-rangy-balmy-baler,4,True,True
bales,slate-lambs-bales,3,True,True
balks,slate-basis-balls-dukas-balks,5,False,True
balky,slate-colin-madly-balky,4,True,True
ballo,slate-colin-aglow-aahed-ballo,5,False,True
balls,slate-basis-balls,3,True,True
bally,slate-colin-madly-bower-bally,5,True,True
balms,slate-basis-balls-dukas-balms,5,False,True
balmy,slate-colin-madly-balmy,4,True,True
baloi,slate-colin-aahed-baloi,4,False,True
balon,slate-colin-aahed-balon,4,False,True
baloo,slate-colin-aglow-valor-baloo,5,False,True
balot,slate-taint-fault-balot,4,False,True
balsa,slate-basis-balsa,3,True,True
balti,slate-aglow-malty-balti,4,False,True
balun,slate-colin-bubby-balun,4,False,True
balus,slate-basis-balls-dukas-balus,5,False,True
balut,slate-taint-fault-balut,4,False,True
bamas,slate-oasis-brink-whump-bamas,5,False,True
bambi,slate-corny-mamba-aalii-bambi,5,False,True
bamma,slate-corny-mamba-bamma,4,False,True
bammy,slate-corny-gaped-champ-jammy-bammy,6,False,True
banak,slate-corny-denim-ganja-abaht-banak,6,False,True
banal,slate-colin-larva-banal,4,True,True
banco,slate-corny-abbot-banco,4,True,True
bancs,slate-oasis-brink-bands-bangs-bancs,6,False,True
banda,slate-corny-denim-panda-banda,5,True,True
bandh,slate-corny-denim-panda-bandh,5,False,True
bands,slate-oasis-brink-bands,4,True,True
bandy,slate-corny-dough-bandy,4,True,True
baned,slate-raced-funky-waned-abamp-baned,6,False,True
banes,slate-wiper-casks-gamed-abash-babes-banes,7,False,False
bangs,slate-oasis-brink-bands-bangs,5,True,True
bania,slate-corny-denim-bania,4,False,True
banjo,slate-corny-badge-banjo,4,True,True
banks,slate-oasis-brink-banks,4,True,True
banky,slate-corny-dough-nappy-janky-abamp-banky,7,False,False
banns,slate-oasis-brink-banns,4,False,True
bants,slate-nymph-abhor-bants,4,False,True
bantu,slate-carny-manta-natto-bantu,5,False,True
banty,slate-carny-natty-panty-embow-banty,6,False,True
bantz,slate-carny-manta-natto-bantu-bantz,6,False,True
banya,slate-corny-mayan-banya,4,False,True
baons,slate-oasis-nymph-aback-baons,5,False,True
baozi,slate-corny-dumbo-kabob-baozi,5,False,True
bappu,slate-corny-mamba-bappu,4,False,True
bapus,slate-oasis-brink-whump-bapus,5,False,True
barbe,slate-garbo-barbe,3,False,True
barbs,slate-oasis-brink-barbs,4,True,True
barby,slate-corny-aphid-marry-babka-barby,6,False,True
barca,slate-corny-balmy-barca,4,False,True
barde,slate-garbo-barre-barde,4,False,True
bardo,slate-corny-abide-bardo,4,True,True
bards,slate-oasis-brink-barbs-bards,5,True,True
bardy,slate-corny-aphid-demob-bardy,5,False,True
bared,slate-raced-bebop-bared,4,True,True
barer,slate-raced-pygmy-forks-barer,5,True,True
bares,slate-wiper-march-dares-fares-abeng-bares,7,False,False
barfi,slate-corny-fluke-barfi,4,False,True
barfs,slate-oasis-brink-barbs-bards-abamp-barfs,7,False,False
barfy,slate-corny-aphid-marry-babka-barfy,6,False,True
barge,slate-garbo-barge,3,True,True
baric,slate-corny-balmy-barca-baric,5,False,True
barks,slate-oasis-brink-barks,4,True,True
barky,slate-corny-aphid-marry-babka-barky,6,False,True
barms,slate-oasis-brink-barbs-bards-abamp-barms,7,False,False
barmy,slate-corny-aphid-marry-barmy,5,False,True
barns,slate-oasis-brink-barns,4,True,True
barny,slate-corny-barny,3,False,True
baron,slate-corny-apron-baron,4,True,True
barps,slate-oasis-brink-barbs-bards-abamp-barps,7,False,False
barra,slate-corny-fluke-parma-gived-barra,6,False,True
barre,slate-garbo-barre,3,True,True
barro,slate-corny-abide-garbo-barro,5,False,True
barry,slate-corny-aphid-marry-barry,5,True,True
barye,slate-garbo-barre-barde-barye,5,False,True
basal,slate-basis-basal,3,True,True
basan,slate-oasis-adapt-masha-basan,5,False,True
